0:CT-Date:PR-MonthName	0:CT-Date:PR-Day	0:CT-Date:PR-Year	1:CT-Time:PR-Hours	1:CT-Time:PR-Minutes	1:CT-Time:PR-TimeMeridian	1:CT-Time:PR-TimeZone	2:CT-Time:PR-Hours	2:CT-Time:PR-Minutes	2:CT-Time:PR-TimeMeridian	3:CT-Time:PR-Hours	3:CT-Time:PR-Minutes	3:CT-Time:PR-TimeMeridian	3:CT-Time:PR-TimeZone	4:CT-Time:PR-Hours	4:CT-Time:PR-Minutes	4:CT-Time:PR-TimeMeridian	5:PR-Place	6:CT-CityState:PR-City	6:CT-CityState:PR-StateName	7:CT-CityState:PR-City	7:CT-CityState:PR-State-Abbr	8:PR-Zipcode5Digit	9:CT-TemperatureF:PR-QuantitativeValue	9:CT-TemperatureF:PR-Degree	9:CT-TemperatureF:PR-UnitFahrenheit	10:PR-Sky	11:PR-WindSpeed	12:CT-Wind:PR-Windspeed	12:CT-Wind:PR-WindDirection	13:CT-VisibilityMiles:PR-QuantitativeValue	13:CT-VisibilityMiles:PR-UnitMiles	14:CT-TemperatureF:PR-QuantitativeValue	15:PR-Humidity	16:CT-TemperatureC:PR-QuantitativeValue	16:CT-TemperatureC:PR-Degree	16:CT-TemperatureC:PR-UnitCelcius	17:CT-PressureInches:PR-QuantitativeValue	17:CT-PressureInches:PR-UnitInches	18:CT-PressureBar:PR-QuantitativeValue	18:CT-PressureBar:PR-UnitBar	19:CT-PressurePascal:PR-QuantitativeValue	19:CT-PressurePascal:PR-UnitPascal	20:PR-WindDirection
NULL	NULL	NULL	12	56	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	12	56	p.m.	NULL	NULL	NULL	NULL	NULL	96744	81	°	F	Showers in the Vicinity	20 mph	20	E	7.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	West
NULL	NULL	NULL	05	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	05	25	p.m.	NULL	NULL	NULL	NULL	NULL	80433	56	°	F	Thunder	8 mph	8	NW	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Variable
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	03246	78	°	F	Sunny	10 mph	10	SSW	8.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	70785	91	°	F	Partly Cloudy	4 mph	4	WSW	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ESE
NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	50021	77	°	F	Mostly Cloudy	10 mph	10	S	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	West
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	45429	74	°	F	Mostly Cloudy	5 mph	5	SSE	8.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	West
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	07020	62	°	F	Light Rain	8 mph	8	E	6.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	West
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	25625	69	°	F	Cloudy	8 mph	8	E	8.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	West
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	05672	76	°	F	Partly Cloudy	5 mph	5	WNW	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	WSW
NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	53215	66	°	F	Cloudy	6 mph	6	E	6.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	South
NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	54143	70	°	F	Cloudy	9 mph	9	SSE	5.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	North
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	04021	67	°	F	Partly Cloudy	8 mph	8	SSW	9.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	North
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	01101	69	°	F	Mostly Cloudy	10 mph	10	SSW	9.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	North
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	14204	67	°	F	Cloudy	12 mph	12	S	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	WSW
NULL	NULL	NULL	04	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	04	25	p.m.	NULL	NULL	NULL	NULL	NULL	85206	88	°	F	Sunny	10 mph	10	WNW	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	North
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	21230	64	°	F	Cloudy	7 mph	7	NE	1.8	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ESE
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	19341	61	°	F	Rain	9 mph	9	NE	2.2	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	SSW
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	07102	62	°	F	Rain	6 mph	6	E	5.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	SSW
May	24	2005	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	63	°	F	Overcast	5 mph	5	SW	4.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	SSW
May	31	2005	7	01	PM	NULL	NULL	NULL	NULL	7	01	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	74.8	°	F	Clear	2.7 mph	2.7	SE	NULL	NULL	74.8	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	SE
May	31	2005	6	30	PM	EDT	NULL	NULL	NULL	6	30	PM	EDT	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	72.1	°	F	Mostly Cloudy	3 mph	3	ESE	NULL	NULL	72.1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ESE
May	31	2005	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	68	°	F	Clear	9 mph	9	West	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	East
May	31	2005	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	66	°	F	Clear	14 mph	14	WSW	9.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	West
June	01	2005	6	51	PM	EDT	NULL	NULL	NULL	6	51	PM	EDT	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	70	°	F	Clear	8 mph	8	ESE	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	East
June	01	2005	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	64	°	F	Overcast	5 mph	5	Variable	7.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	South
June	02	2005	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	66	°	F	Clear	4 mph	4	Variable	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	South
June	02	2005	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	61.7	°	F	Clear	1 mph	1	Variable	NULL	NULL	61.7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Variable
June	03	2005	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	71.1	°	F	Clear	4 mph	4	ESE	NULL	NULL	71.1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ESE
June	03	2005	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	79	°	F	Light Rain	5 mph	5	SSE	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Variable
